listing_id,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0195,Moda Rapido,Dress,Women,category_derived,0,Polyester,M,Used,3,7,3,0,active_current_cycle,0,1199,90,Tier 1,125.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0195,base,0,allowed_gender_selection
L0195__G_MEN,Moda Rapido,Dress,Men,user_selected,1,Polyester,M,Used,3,7,3,0,active_current_cycle,0,1199,90,Tier 1,125.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0195,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0196,Bewakoof,Top,Women,category_derived,0,Cotton,S,New,1,2,1,0,active_current_cycle,0,899,90,Tier 1,80.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0196,base,0,allowed_gender_selection
L0196__G_MEN,Bewakoof,Top,Men,user_selected,1,Cotton,S,New,1,2,1,0,active_current_cycle,0,899,90,Tier 1,80.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0196,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0197,Rohit Bal,Ethnic Wear,Unisex,category_derived,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,8000,Tier 5,23.0769,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0197,base,0,allowed_gender_selection
L0197__G_WOMEN,Rohit Bal,Ethnic Wear,Women,user_selected,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,8000,Tier 5,23.0769,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0197,explicit_women_allowed,0,allowed_gender_selection
L0197__G_MEN,Rohit Bal,Ethnic Wear,Men,user_selected,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,8000,Tier 5,23.0769,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0197,explicit_men_allowed,0,allowed_gender_selection
L0198,HRX,Activewear,Unisex,category_derived,0,Polyester,XS,Like New,2,3,1,0,active_current_cycle,0,999,85,Tier 1,70.0,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,L0198,base,0,allowed_gender_selection
L0198__G_WOMEN,HRX,Activewear,Women,user_selected,0,Polyester,XS,Like New,2,3,1,0,active_current_cycle,0,999,85,Tier 1,70.0,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,L0198,explicit_women_allowed,0,allowed_gender_selection
L0198__G_MEN,HRX,Activewear,Men,user_selected,0,Polyester,XS,Like New,2,3,1,0,active_current_cycle,0,999,85,Tier 1,70.0,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,L0198,explicit_men_allowed,0,allowed_gender_selection
L0199,Flying Machine,Jacket,Unisex,category_derived,0,Denim,S,Like New,2,4,2,0,active_current_cycle,0,1299,110,Tier 2,37.5,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0199,base,0,allowed_gender_selection
L0199__G_WOMEN,Flying Machine,Jacket,Women,user_selected,0,Denim,S,Like New,2,4,2,0,active_current_cycle,0,1299,110,Tier 2,37.5,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0199,explicit_women_allowed,0,allowed_gender_selection
L0199__G_MEN,Flying Machine,Jacket,Men,user_selected,0,Denim,S,Like New,2,4,2,0,active_current_cycle,0,1299,110,Tier 2,37.5,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0199,explicit_men_allowed,0,allowed_gender_selection
L0200,Mufti,Shirt,Unisex,category_derived,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3099,180,Tier 3,12.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0200,base,0,allowed_gender_selection
L0200__G_WOMEN,Mufti,Shirt,Women,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3099,180,Tier 3,12.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0200,explicit_women_allowed,0,allowed_gender_selection
L0200__G_MEN,Mufti,Shirt,Men,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3099,180,Tier 3,12.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0200,explicit_men_allowed,0,allowed_gender_selection
L0201,Killer,Jeans,Unisex,category_derived,0,Denim,L,New,1,6,2,0,active_current_cycle,0,1199,100,Tier 1,66.6667,0,4,45,49,51,Reject,2,Reject,2,Age penalty -4; Price deviation penalty -45,L0201,base,0,allowed_gender_selection
L0201__G_WOMEN,Killer,Jeans,Women,user_selected,0,Denim,L,New,1,6,2,0,active_current_cycle,0,1199,100,Tier 1,66.6667,0,4,45,49,51,Reject,2,Reject,2,Age penalty -4; Price deviation penalty -45,L0201,explicit_women_allowed,0,allowed_gender_selection
L0201__G_MEN,Killer,Jeans,Men,user_selected,0,Denim,L,New,1,6,2,0,active_current_cycle,0,1199,100,Tier 1,66.6667,0,4,45,49,51,Reject,2,Reject,2,Age penalty -4; Price deviation penalty -45,L0201,explicit_men_allowed,0,allowed_gender_selection
L0202,Zudio,Top,Women,category_derived,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0202,base,0,allowed_gender_selection
L0202__G_MEN,Zudio,Top,Men,user_selected,1,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0202,explicit_men_conflict,1,gender_category_conflict_review
L0203,Easybuy,Shirt,Unisex,category_derived,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,1500,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0203,base,0,allowed_gender_selection
L0203__G_WOMEN,Easybuy,Shirt,Women,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,1500,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0203,explicit_women_allowed,0,allowed_gender_selection
L0203__G_MEN,Easybuy,Shirt,Men,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,1500,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0203,explicit_men_allowed,0,allowed_gender_selection
L0204,Vishal Mega Mart,Jeans,Unisex,category_derived,0,Denim,S,Used,3,8,3,0,active_current_cycle,0,1400,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0204,base,0,allowed_gender_selection
L0204__G_WOMEN,Vishal Mega Mart,Jeans,Women,user_selected,0,Denim,S,Used,3,8,3,0,active_current_cycle,0,1400,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0204,explicit_women_allowed,0,allowed_gender_selection
L0204__G_MEN,Vishal Mega Mart,Jeans,Men,user_selected,0,Denim,S,Used,3,8,3,0,active_current_cycle,0,1400,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0204,explicit_men_allowed,0,allowed_gender_selection
L0205,Rangriti,Kurta,Unisex,category_derived,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1800,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0205,base,0,allowed_gender_selection
L0205__G_WOMEN,Rangriti,Kurta,Women,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1800,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0205,explicit_women_allowed,0,allowed_gender_selection
L0205__G_MEN,Rangriti,Kurta,Men,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1800,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0205,explicit_men_allowed,0,allowed_gender_selection
L0206,Style Bazaar,Top,Women,category_derived,0,Polyester,XS,New,1,1,1,0,active_current_cycle,0,1000,70,Tier 1,16.6667,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0206,base,0,allowed_gender_selection
L0206__G_MEN,Style Bazaar,Top,Men,user_selected,1,Polyester,XS,New,1,1,1,0,active_current_cycle,0,1000,70,Tier 1,16.6667,0,0,12,12,88,Approve,0,Review,1,Price deviation penalty -12,L0206,explicit_men_conflict,1,gender_category_conflict_review
L0207,Soch,Ethnic Wear,Unisex,category_derived,0,Silk,M,Like New,2,4,2,0,active_current_cycle,0,3200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0207,base,0,allowed_gender_selection
L0207__G_WOMEN,Soch,Ethnic Wear,Women,user_selected,0,Silk,M,Like New,2,4,2,0,active_current_cycle,0,3200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0207,explicit_women_allowed,0,allowed_gender_selection
L0207__G_MEN,Soch,Ethnic Wear,Men,user_selected,0,Silk,M,Like New,2,4,2,0,active_current_cycle,0,3200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0207,explicit_men_allowed,0,allowed_gender_selection
L0208,Aurelia,Kurta,Unisex,category_derived,0,Cotton,L,New,1,3,1,0,active_current_cycle,0,2800,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0208,base,0,allowed_gender_selection
L0208__G_WOMEN,Aurelia,Kurta,Women,user_selected,0,Cotton,L,New,1,3,1,0,active_current_cycle,0,2800,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0208,explicit_women_allowed,0,allowed_gender_selection
L0208__G_MEN,Aurelia,Kurta,Men,user_selected,0,Cotton,L,New,1,3,1,0,active_current_cycle,0,2800,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0208,explicit_men_allowed,0,allowed_gender_selection
L0209,Libas,Dress,Women,category_derived,0,Linen,S,Used,3,10,4,1,needs_reapproval_or_removal,1,3000,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0209,base,0,allowed_gender_selection
L0209__G_MEN,Libas,Dress,Men,user_selected,1,Linen,S,Used,3,10,4,1,needs_reapproval_or_removal,1,3000,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0209,explicit_men_conflict,1,gender_category_conflict_review
L0210,Max Fashion,Jeans,Unisex,category_derived,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,2200,100,Tier 2,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0210,base,0,allowed_gender_selection
L0210__G_WOMEN,Max Fashion,Jeans,Women,user_selected,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,2200,100,Tier 2,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0210,explicit_women_allowed,0,allowed_gender_selection
L0210__G_MEN,Max Fashion,Jeans,Men,user_selected,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,2200,100,Tier 2,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0210,explicit_men_allowed,0,allowed_gender_selection
L0211,Reliance Trends,Shirt,Unisex,category_derived,0,Cotton,XL,New,1,2,1,0,active_current_cycle,0,2600,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0211,base,0,allowed_gender_selection
L0211__G_WOMEN,Reliance Trends,Shirt,Women,user_selected,0,Cotton,XL,New,1,2,1,0,active_current_cycle,0,2600,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0211,explicit_women_allowed,0,allowed_gender_selection
L0211__G_MEN,Reliance Trends,Shirt,Men,user_selected,0,Cotton,XL,New,1,2,1,0,active_current_cycle,0,2600,250,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0211,explicit_men_allowed,0,allowed_gender_selection
L0212,Brand Factory,Jacket,Unisex,category_derived,0,Polyester,L,Used,3,12,4,1,needs_reapproval_or_removal,1,3500,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0212,base,0,allowed_gender_selection
L0212__G_WOMEN,Brand Factory,Jacket,Women,user_selected,0,Polyester,L,Used,3,12,4,1,needs_reapproval_or_removal,1,3500,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0212,explicit_women_allowed,0,allowed_gender_selection
L0212__G_MEN,Brand Factory,Jacket,Men,user_selected,0,Polyester,L,Used,3,12,4,1,needs_reapproval_or_removal,1,3500,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0212,explicit_men_allowed,0,allowed_gender_selection
L0213,FBB,Top,Women,category_derived,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,2000,150,Tier 2,36.3636,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0213,base,0,allowed_gender_selection
L0213__G_MEN,FBB,Top,Men,user_selected,1,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,2000,150,Tier 2,36.3636,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0213,explicit_men_conflict,1,gender_category_conflict_review
L0214,Bewakoof,Activewear,Unisex,category_derived,0,Polyester,S,New,1,1,1,0,active_current_cycle,0,1800,150,Tier 2,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20,L0214,base,0,allowed_gender_selection
L0214__G_WOMEN,Bewakoof,Activewear,Women,user_selected,0,Polyester,S,New,1,1,1,0,active_current_cycle,0,1800,150,Tier 2,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20,L0214,explicit_women_allowed,0,allowed_gender_selection
L0214__G_MEN,Bewakoof,Activewear,Men,user_selected,0,Polyester,S,New,1,1,1,0,active_current_cycle,0,1800,150,Tier 2,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20,L0214,explicit_men_allowed,0,allowed_gender_selection
L0215,Highlander,Jeans,Unisex,category_derived,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0215,base,0,allowed_gender_selection
L0215__G_WOMEN,Highlander,Jeans,Women,user_selected,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0215,explicit_women_allowed,0,allowed_gender_selection
L0215__G_MEN,Highlander,Jeans,Men,user_selected,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0215,explicit_men_allowed,0,allowed_gender_selection
L0216,Moda Rapido,Shirt,Unisex,category_derived,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,2100,150,Tier 2,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0216,base,0,allowed_gender_selection
L0216__G_WOMEN,Moda Rapido,Shirt,Women,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,2100,150,Tier 2,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0216,explicit_women_allowed,0,allowed_gender_selection
L0216__G_MEN,Moda Rapido,Shirt,Men,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,2100,150,Tier 2,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0216,explicit_men_allowed,0,allowed_gender_selection
L0217,Biba,Ethnic Wear,Unisex,category_derived,0,Silk,M,New,1,2,1,0,active_current_cycle,0,5000,600,Tier 3,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0217,base,0,allowed_gender_selection
L0217__G_WOMEN,Biba,Ethnic Wear,Women,user_selected,0,Silk,M,New,1,2,1,0,active_current_cycle,0,5000,600,Tier 3,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0217,explicit_women_allowed,0,allowed_gender_selection
L0217__G_MEN,Biba,Ethnic Wear,Men,user_selected,0,Silk,M,New,1,2,1,0,active_current_cycle,0,5000,600,Tier 3,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0217,explicit_men_allowed,0,allowed_gender_selection
L0218,W for Woman,Kurta,Unisex,category_derived,0,Cotton,L,Like New,2,4,2,0,active_current_cycle,0,4500,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0218,base,0,allowed_gender_selection
L0218__G_WOMEN,W for Woman,Kurta,Women,user_selected,0,Cotton,L,Like New,2,4,2,0,active_current_cycle,0,4500,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0218,explicit_women_allowed,0,allowed_gender_selection
L0218__G_MEN,W for Woman,Kurta,Men,user_selected,0,Cotton,L,Like New,2,4,2,0,active_current_cycle,0,4500,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0218,explicit_men_allowed,0,allowed_gender_selection
L0219,Global Desi,Dress,Women,category_derived,0,Linen,S,Used,3,11,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0219,base,0,allowed_gender_selection
L0219__G_MEN,Global Desi,Dress,Men,user_selected,1,Linen,S,Used,3,11,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0219,explicit_men_conflict,1,gender_category_conflict_review
L0220,Anouk,Kurta,Unisex,category_derived,0,Cotton,M,Like New,2,7,3,0,active_current_cycle,0,4000,250,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0220,base,0,allowed_gender_selection
L0220__G_WOMEN,Anouk,Kurta,Women,user_selected,0,Cotton,M,Like New,2,7,3,0,active_current_cycle,0,4000,250,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0220,explicit_women_allowed,0,allowed_gender_selection
L0220__G_MEN,Anouk,Kurta,Men,user_selected,0,Cotton,M,Like New,2,7,3,0,active_current_cycle,0,4000,250,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0220,explicit_men_allowed,0,allowed_gender_selection
L0221,Indya,Ethnic Wear,Unisex,category_derived,0,Silk,M,New,1,3,1,0,active_current_cycle,0,5500,600,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0221,base,0,allowed_gender_selection
L0221__G_WOMEN,Indya,Ethnic Wear,Women,user_selected,0,Silk,M,New,1,3,1,0,active_current_cycle,0,5500,600,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0221,explicit_women_allowed,0,allowed_gender_selection
L0221__G_MEN,Indya,Ethnic Wear,Men,user_selected,0,Silk,M,New,1,3,1,0,active_current_cycle,0,5500,600,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0221,explicit_men_allowed,0,allowed_gender_selection
L0222,Pantaloons,Shirt,Unisex,category_derived,0,Cotton,L,Used,3,8,3,0,active_current_cycle,0,3800,200,Tier 3,5.2632,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0222,base,0,allowed_gender_selection
L0222__G_WOMEN,Pantaloons,Shirt,Women,user_selected,0,Cotton,L,Used,3,8,3,0,active_current_cycle,0,3800,200,Tier 3,5.2632,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0222,explicit_women_allowed,0,allowed_gender_selection
L0222__G_MEN,Pantaloons,Shirt,Men,user_selected,0,Cotton,L,Used,3,8,3,0,active_current_cycle,0,3800,200,Tier 3,5.2632,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0222,explicit_men_allowed,0,allowed_gender_selection
L0223,Roadster,Jeans,Unisex,category_derived,0,Denim,M,Like New,2,6,2,0,active_current_cycle,0,4200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0223,base,0,allowed_gender_selection
L0223__G_WOMEN,Roadster,Jeans,Women,user_selected,0,Denim,M,Like New,2,6,2,0,active_current_cycle,0,4200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0223,explicit_women_allowed,0,allowed_gender_selection
L0223__G_MEN,Roadster,Jeans,Men,user_selected,0,Denim,M,Like New,2,6,2,0,active_current_cycle,0,4200,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0223,explicit_men_allowed,0,allowed_gender_selection
L0224,HRX,Activewear,Unisex,category_derived,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,4800,450,Tier 3,12.5,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0224,base,0,allowed_gender_selection
L0224__G_WOMEN,HRX,Activewear,Women,user_selected,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,4800,450,Tier 3,12.5,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0224,explicit_women_allowed,0,allowed_gender_selection
L0224__G_MEN,HRX,Activewear,Men,user_selected,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,4800,450,Tier 3,12.5,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0224,explicit_men_allowed,0,allowed_gender_selection
L0225,Flying Machine,Jeans,Unisex,category_derived,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4600,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0225,base,0,allowed_gender_selection
L0225__G_WOMEN,Flying Machine,Jeans,Women,user_selected,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4600,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0225,explicit_women_allowed,0,allowed_gender_selection
L0225__G_MEN,Flying Machine,Jeans,Men,user_selected,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4600,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0225,explicit_men_allowed,0,allowed_gender_selection
L0226,Mufti,Shirt,Unisex,category_derived,0,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5000,250,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0226,base,0,allowed_gender_selection
L0226__G_WOMEN,Mufti,Shirt,Women,user_selected,0,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5000,250,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0226,explicit_women_allowed,0,allowed_gender_selection
L0226__G_MEN,Mufti,Shirt,Men,user_selected,0,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5000,250,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0226,explicit_men_allowed,0,allowed_gender_selection
L0227,Manyavar,Ethnic Wear,Unisex,category_derived,0,Silk,L,New,1,2,1,0,active_current_cycle,0,8500,1200,Tier 4,9.0909,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0227,base,0,allowed_gender_selection
L0227__G_WOMEN,Manyavar,Ethnic Wear,Women,user_selected,0,Silk,L,New,1,2,1,0,active_current_cycle,0,8500,1200,Tier 4,9.0909,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0227,explicit_women_allowed,0,allowed_gender_selection
L0227__G_MEN,Manyavar,Ethnic Wear,Men,user_selected,0,Silk,L,New,1,2,1,0,active_current_cycle,0,8500,1200,Tier 4,9.0909,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0227,explicit_men_allowed,0,allowed_gender_selection
L0228,Fabindia,Kurta,Unisex,category_derived,0,Linen,M,Like New,2,5,2,0,active_current_cycle,0,7500,700,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0228,base,0,allowed_gender_selection
L0228__G_WOMEN,Fabindia,Kurta,Women,user_selected,0,Linen,M,Like New,2,5,2,0,active_current_cycle,0,7500,700,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0228,explicit_women_allowed,0,allowed_gender_selection
L0228__G_MEN,Fabindia,Kurta,Men,user_selected,0,Linen,M,Like New,2,5,2,0,active_current_cycle,0,7500,700,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0228,explicit_men_allowed,0,allowed_gender_selection
L0229,Jaypore,Saree,Women,category_derived,0,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,0,9000,700,Tier 4,27.2727,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20,L0229,base,0,allowed_gender_selection
L0229__G_MEN,Jaypore,Saree,Men,user_selected,1,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,0,9000,700,Tier 4,27.2727,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20,L0229,explicit_men_conflict,1,gender_category_conflict_review
L0230,Suta,Saree,Women,category_derived,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,8000,650,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0230,base,0,allowed_gender_selection
L0230__G_MEN,Suta,Saree,Men,user_selected,1,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,8000,650,Tier 4,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,L0230,explicit_men_conflict,1,gender_category_conflict_review
L0231,Nalli,Saree,Women,category_derived,0,Silk,L,New,1,1,1,0,active_current_cycle,0,9500,1300,Tier 4,8.3333,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0231,base,0,allowed_gender_selection
