listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,rule_quality_score,rule_decision,auto_suggested_quality_score_0_100,auto_suggested_listing_decision,age_policy_applied_to_suggestion,high_deviation_flag,used_flag,premium_tier_flag,borderline_flag,priority_score,selection_reason,review_batch,review_status,reviewer_name,review_date,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L0596,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,11,4,1,972,38,Tier 1,26.6667,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0607,L0260,synthetic,Louis Vuitton,Jacket,Leather,XS,Used,3,5,2,0,30750,7372,Tier 5,145.7333,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0609,L0299,synthetic,Gucci,Jacket,Leather,M,Used,3,8,3,0,33515,7148,Tier 5,146.4828,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0611,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,13,4,1,3724,89,Tier 3,31.5385,18,16,20,54,46,Review,46,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0613,L0273,synthetic,Fabindia,Kurta,Linen,L,Like New,2,10,4,1,7800,839,Tier 4,29.0769,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0621,L0046,synthetic,Calvin Klein,Jacket,Denim,M,Used,3,8,3,0,8601,3097,Tier 4,463.0909,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0626,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,2,8,3,0,5318,541,Tier 4,35.25,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0627,L0264,synthetic,Burberry,Jacket,Cotton,M,Like New,2,12,4,1,24177,2005,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0629,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,10,4,1,134516,13492,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0638,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,New,1,3,1,0,20636,7429,Tier 5,125.1212,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0651,L0030,synthetic,H&M,Dress,Cotton,S,Used,3,10,4,1,1040,33,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0668,L0116,synthetic,Under Armour,Activewear,Polyester,M,Used,3,7,3,0,7395,2663,Tier 4,491.7778,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0670,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,3,9,3,0,77554,27920,Tier 5,298.8571,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0679,L0195,synthetic,Moda Rapido,Dress,Polyester,M,Used,3,10,4,1,1193,35,Tier 1,12.5,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0680,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,12,4,1,1971,77,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0683,L0087,synthetic,Mufti,Shirt,Linen,M,Used,3,10,4,1,3343,108,Tier 3,16.9231,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0684,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,3,6,2,0,68913,24809,Tier 5,293.7937,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0688,L0252,synthetic,Superdry,Jacket,Polyester,M,Like New,2,6,2,0,11555,557,Tier 4,38.1111,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0689,L0103,synthetic,Soch,Ethnic Wear,Cotton,XS,Used,3,11,4,1,946,30,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0695,L0205,synthetic,Rangriti,Kurta,Cotton,S,Used,3,10,4,1,1537,59,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0702,L0220,synthetic,Anouk,Kurta,Cotton,M,Used,3,10,4,1,3790,108,Tier 3,28,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0707,L0215,synthetic,Highlander,Jeans,Denim,L,Used,3,11,4,1,2196,43,Tier 2,28.3333,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0714,L0231,synthetic,Nalli,Saree,Silk,L,Used,3,5,2,0,9486,3415,Tier 4,355.3333,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0724,L0350,synthetic,Prada,Dress,Silk,S,Like New,2,7,3,0,32750,1797,Tier 5,38.0345,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0726,L0333,synthetic,Libas,Kurta,Cotton,S,Used,3,14,4,1,2838,149,Tier 3,14.6154,18,16,12,46,54,Review,54,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0748,L0293,synthetic,GAP,Jeans,Denim,L,Like New,2,10,4,1,7333,526,Tier 4,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0755,L0073,synthetic,Under Armour,Activewear,Polyester,M,New,1,1,1,0,6597,1883,Tier 4,169,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0762,L0183,synthetic,Gucci,Jacket,Leather,M,Used,3,4,2,0,114029,24138,Tier 5,117.4595,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0773,L0124,synthetic,Gucci,Jacket,Leather,S,Used,3,5,2,0,66897,24083,Tier 5,270.5077,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0777,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,3,10,4,1,1478,37,Tier 2,26,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0780,L0340,synthetic,Mufti,Shirt,Cotton,L,New,1,3,1,0,5126,1846,Tier 4,235.6364,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0783,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,2,7,3,0,8567,340,Tier 4,38.1818,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0793,L0219,synthetic,Global Desi,Dress,Linen,S,Like New,2,15,4,1,5419,351,Tier 4,0,8,16,0,24,76,Approve,76,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0795,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,2,5,2,0,8637,1026,Tier 4,36.8,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0797,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,3,6,2,0,4242,348,Tier 3,39.2,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L0803,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,2,9,3,0,75371,3788,Tier 5,37.9016,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0815,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,3,11,4,1,787,15,Tier 1,25,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0821,L0124,synthetic,Gucci,Jacket,Leather,XS,Like New,2,2,1,0,65955,12873,Tier 5,39.9239,8,0,30,38,62,Review,62,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L0849,L0245,synthetic,Adidas,Jacket,Polyester,M,New,1,2,1,0,11837,4262,Tier 4,204.4286,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0853,L0343,synthetic,Nike,Activewear,Polyester,XS,Like New,2,12,4,1,10469,410,Tier 4,25.4545,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0858,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,2,13,4,1,7963,362,Tier 4,27.6,8,16,20,44,56,Review,56,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,56,Review,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0866,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,3,11,4,1,1662,81,Tier 2,35,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0870,L0299,synthetic,Gucci,Jacket,Leather,M,Used,3,9,3,0,33985,7747,Tier 5,167.1379,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0875,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,New,1,1,1,0,76509,27544,Tier 5,133.4237,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0881,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,3,11,4,1,518,8,Tier 1,20,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0885,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,3,14,4,1,2386,71,Tier 2,0,18,16,0,34,66,Review,66,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0896,L0184,synthetic,Bewakoof,Top,Polyester,S,Used,3,7,3,0,443,14,Tier 1,40,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0899,L0283,synthetic,Max Fashion,Jeans,Denim,S,Used,3,13,4,1,2803,139,Tier 3,15.8333,18,16,12,46,54,Review,54,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0902,L0248,synthetic,Under Armour,Activewear,Polyester,L,Like New,2,10,4,1,9897,650,Tier 4,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0904,L0021,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,3,4,2,0,71453,25724,Tier 5,252.3836,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0913,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,11,4,1,1311,34,Tier 2,15,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0916,L0067,synthetic,Anouk,Saree,Cotton,XS,Used,3,11,4,1,2237,101,Tier 2,26.25,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0928,L0306,synthetic,Soch,Saree,Silk,L,Used,3,9,3,0,3759,109,Tier 3,35.8824,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0931,L0181,synthetic,Red Tape,Shirt,Linen,S,Used,3,4,2,0,952,19,Tier 1,36.6667,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L0932,L0282,synthetic,Libas,Kurta,Cotton,L,Used,3,10,4,1,2951,132,Tier 3,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0939,L0182,synthetic,H&M,Dress,Cotton,S,Used,3,11,4,1,1527,37,Tier 2,26,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0952,L0131,synthetic,Fabindia,Kurta,Cotton,M,Used,3,10,4,1,3331,149,Tier 3,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0953,L0287,synthetic,Roadster,Jeans,Denim,M,Used,3,13,4,1,3599,129,Tier 3,0,18,16,0,34,66,Review,66,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0962,L0234,synthetic,AND,Dress,Linen,M,New,1,6,2,0,7182,1031,Tier 4,37.4667,0,4,30,34,66,Review,66,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Age penalty -4; Price deviation penalty -30,human_reviewed
L0970,L0256,synthetic,Tarun Tahiliani,Lehenga,Silk,XL,Used,3,6,2,0,27137,9770,Tier 5,248.9286,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0973,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Used,3,12,4,1,339,10,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0974,L0349,synthetic,Gucci,Jacket,Leather,S,Used,3,4,2,0,28524,5645,Tier 5,101.6071,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0984,L0135,synthetic,Zara,Jacket,Denim,M,Like New,2,9,3,0,5365,221,Tier 4,36.8571,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0985,L0318,synthetic,Adidas,Jacket,Polyester,XS,New,1,1,1,0,9868,3553,Tier 4,223,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0998,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,3,6,2,0,26514,5576,Tier 5,106.5185,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1009,L0166,synthetic,Indya,Jacket,Denim,M,Used,3,11,4,1,1627,70,Tier 2,16.6667,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1016,L0010,synthetic,Anita Dongre,Saree,Silk,M,Like New,2,6,2,0,68671,4451,Tier 5,37.3099,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L1019,L0257,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,5,2,0,26814,9654,Tier 5,257.5556,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1030,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,15,4,1,3903,163,Tier 3,0,18,16,0,34,66,Review,66,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1040,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,New,1,2,1,0,32508,11703,Tier 5,134.06,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1047,L0195,synthetic,Moda Rapido,Dress,Polyester,XL,Used,3,11,4,1,1135,37,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1053,L0107,synthetic,Zara,Dress,Linen,XL,New,1,3,1,0,9743,2907,Tier 4,142.25,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1057,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,16,4,1,3667,90,Tier 3,18.1818,18,16,12,46,54,Review,54,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1058,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,3,10,4,1,1665,60,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1074,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,3,10,4,1,1304,45,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1081,L0050,synthetic,Fabindia,Kurta,Cotton,M,Used,3,10,4,1,2447,96,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1104,L0238,synthetic,Nicobar,Kurta,Linen,L,New,1,2,1,0,9088,2468,Tier 4,146.8,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
