listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note
L0255,L0255,manual,Sabyasachi,Saree,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0256,L0256,manual,Tarun Tahiliani,Lehenga,Silk,M,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0257,L0257,manual,Rohit Bal,Ethnic Wear,Silk,L,Like New,2,7,3,0,active_current_cycle,0,24000,2500,Tier 5,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8
L0258,L0258,manual,Anamika Khanna,Lehenga,Silk,M,Used,3,12,4,1,needs_reapproval_or_removal,1,26000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0259,L0259,manual,Gucci,Jacket,Leather,L,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0260,L0260,manual,Louis Vuitton,Jacket,Leather,M,Like New,2,4,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0261,L0261,manual,Prada,Dress,Silk,S,Used,3,9,3,0,active_current_cycle,0,27000,2500,Tier 5,8.6957,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5
L0262,L0262,manual,Armani,Shirt,Linen,M,Like New,2,6,2,0,active_current_cycle,0,21000,2000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0263,L0263,manual,Versace,Dress,Silk,L,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0264,L0264,manual,Burberry,Jacket,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,26000,2000,Tier 5,5.2632,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5
L0265,L0265,manual,Balenciaga,Jacket,Leather,L,Like New,2,5,2,0,active_current_cycle,0,31000,4000,Tier 5,2.5641,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5
L0266,L0266,manual,Dolce & Gabbana,Dress,Silk,S,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0267,L0267,manual,Zudio,Top,Cotton,S,New,1,2,1,0,active_current_cycle,0,900,60,Tier 1,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0268,L0268,manual,Soch,Kurta,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,3000,200,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0269,L0269,manual,Biba,Kurta,Cotton,L,Used,3,9,3,0,active_current_cycle,0,4200,200,Tier 3,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0270,L0270,manual,Manyavar,Ethnic Wear,Silk,M,Like New,2,5,2,0,active_current_cycle,0,9000,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0271,L0271,manual,Nike,Activewear,Polyester,S,Like New,2,6,2,0,active_current_cycle,0,9500,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0272,L0272,manual,Levi's,Jeans,Denim,M,New,1,2,1,0,active_current_cycle,0,8000,800,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0273,L0273,manual,Fabindia,Kurta,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,1,7000,400,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0274,L0274,manual,Pantaloons,Shirt,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,4500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0275,L0275,manual,Reliance Trends,Top,Cotton,S,Used,3,8,3,0,active_current_cycle,0,2000,100,Tier 2,25.0,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0276,L0276,manual,Easybuy,Shirt,Cotton,M,New,1,1,1,0,active_current_cycle,0,1400,100,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0277,L0277,manual,Vishal Mega Mart,Top,Polyester,S,Like New,2,6,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12
L0278,L0278,manual,Rangriti,Kurta,Cotton,L,Used,3,9,3,0,active_current_cycle,0,1700,60,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0279,L0279,manual,Style Bazaar,Top,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,1100,70,Tier 1,40.0,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0280,L0280,manual,Zudio,Jeans,Denim,S,Used,3,8,3,0,active_current_cycle,0,1300,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0281,L0281,manual,Aurelia,Dress,Linen,M,New,1,2,1,0,active_current_cycle,0,3200,300,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0282,L0282,manual,Libas,Kurta,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,2800,200,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0283,L0283,manual,Max Fashion,Jeans,Denim,S,Used,3,11,4,1,needs_reapproval_or_removal,0,2500,100,Tier 2,25.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20
L0284,L0284,manual,Reliance Trends,Shirt,Cotton,M,Like New,2,4,2,0,active_current_cycle,0,2600,200,Tier 3,5.2632,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5
L0285,L0285,manual,Brand Factory,Jacket,Polyester,L,New,1,3,1,0,active_current_cycle,0,3400,350,Tier 3,16.6667,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0286,L0286,manual,Pantaloons,Top,Cotton,S,Like New,2,5,2,0,active_current_cycle,0,3800,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0287,L0287,manual,Roadster,Jeans,Denim,M,Used,3,9,3,0,active_current_cycle,0,4200,200,Tier 3,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0288,L0288,manual,HRX,Activewear,Polyester,L,Like New,2,6,2,0,active_current_cycle,0,5000,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0289,L0289,manual,Flying Machine,Jeans,Denim,M,New,1,2,1,0,active_current_cycle,0,4800,500,Tier 3,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20
L0290,L0290,manual,Mufti,Shirt,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0291,L0291,manual,Fabindia,Kurta,Linen,M,Like New,2,5,2,0,active_current_cycle,0,7800,700,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0292,L0292,manual,Zara,Dress,Linen,S,New,1,2,1,0,active_current_cycle,0,9000,1100,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0293,L0293,manual,GAP,Jeans,Denim,L,Used,3,8,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0294,L0294,manual,Nike,Activewear,Polyester,M,New,1,3,1,0,active_current_cycle,0,10000,1200,Tier 4,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0295,L0295,manual,Tommy Hilfiger,Shirt,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,9500,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0296,L0296,manual,Raw Mango,Saree,Silk,M,Like New,2,5,2,0,active_current_cycle,0,20000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0297,L0297,manual,Anita Dongre,Lehenga,Silk,S,New,1,2,1,0,active_current_cycle,0,23000,3500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0298,L0298,manual,Sabyasachi,Saree,Silk,L,Used,3,11,4,1,needs_reapproval_or_removal,1,27000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0299,L0299,manual,Gucci,Jacket,Leather,M,Like New,2,6,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0300,L0300,manual,Prada,Dress,Silk,S,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0301,L0301,manual,Easybuy,Top,Cotton,S,Like New,2,4,2,0,active_current_cycle,0,1300,80,Tier 2,14.2857,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12
L0302,L0302,manual,Vishal Mega Mart,Shirt,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,1500,60,Tier 2,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0303,L0303,manual,Rangriti,Kurta,Cotton,M,New,1,2,1,0,active_current_cycle,0,1600,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0304,L0304,manual,Style Bazaar,Top,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12
L0305,L0305,manual,Zudio,Shirt,Polyester,M,Used,3,9,3,0,active_current_cycle,0,1400,60,Tier 2,20.0,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0306,L0306,manual,Soch,Saree,Silk,L,Like New,2,5,2,0,active_current_cycle,0,3500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0307,L0307,manual,Aurelia,Kurta,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,3000,150,Tier 3,15.3846,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12
L0308,L0308,manual,Libas,Dress,Linen,M,New,1,3,1,0,active_current_cycle,0,3200,300,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0309,L0309,manual,Max Fashion,Jeans,Denim,L,Like New,2,7,3,0,active_current_cycle,0,2600,150,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8
L0310,L0310,manual,Reliance Trends,Top,Cotton,M,Used,3,8,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0311,L0311,manual,Pantaloons,Shirt,Cotton,M,New,1,2,1,0,active_current_cycle,0,4000,400,Tier 3,14.2857,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0312,L0312,manual,Roadster,Jeans,Denim,S,Like New,2,6,2,0,active_current_cycle,0,4500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0313,L0313,manual,HRX,Activewear,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0314,L0314,manual,Flying Machine,Jeans,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4800,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0315,L0315,manual,Mufti,Shirt,Cotton,M,New,1,1,1,0,active_current_cycle,0,5000,500,Tier 3,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0316,L0316,manual,Fabindia,Kurta,Linen,S,Used,3,9,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0317,L0317,manual,Mango,Dress,Linen,M,Like New,2,6,2,0,active_current_cycle,0,9500,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0318,L0318,manual,Adidas,Jacket,Polyester,L,New,1,2,1,0,active_current_cycle,0,11000,1300,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0319,L0319,manual,Calvin Klein,Jacket,Leather,M,Like New,2,5,2,0,active_current_cycle,0,12000,1500,Tier 4,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20
L0320,L0320,manual,Diesel,Jeans,Denim,S,Used,3,11,4,1,needs_reapproval_or_removal,0,11500,700,Tier 4,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12
L0321,L0321,manual,Raw Mango,Saree,Silk,L,New,1,3,1,0,active_current_cycle,0,21000,3200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0322,L0322,manual,Tarun Tahiliani,Lehenga,Silk,M,Like New,2,6,2,0,active_current_cycle,0,28000,3000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0323,L0323,manual,Rohit Bal,Ethnic Wear,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0324,L0324,manual,Louis Vuitton,Jacket,Leather,L,Like New,2,5,2,0,active_current_cycle,0,33000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0325,L0325,manual,Versace,Dress,Silk,M,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0326,L0326,manual,Zudio,Top,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,1100,70,Tier 1,40.0,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0327,L0327,manual,Easybuy,Jeans,Denim,M,Used,3,8,3,0,active_current_cycle,0,1500,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0328,L0328,manual,Vishal Mega Mart,Shirt,Polyester,S,New,1,2,1,0,active_current_cycle,0,1300,90,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0329,L0329,manual,Rangriti,Kurta,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1700,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0330,L0330,manual,Style Bazaar,Top,Cotton,M,Used,3,9,3,0,active_current_cycle,0,1200,60,Tier 1,50.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L0331,L0331,manual,Soch,Ethnic Wear,Silk,M,New,1,3,1,0,active_current_cycle,0,3800,400,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0332,L0332,manual,Aurelia,Dress,Linen,L,Like New,2,5,2,0,active_current_cycle,0,3400,250,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0333,L0333,manual,Libas,Kurta,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,1,3000,150,Tier 3,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0334,L0334,manual,Max Fashion,Jeans,Denim,M,New,1,2,1,0,active_current_cycle,0,2600,250,Tier 3,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20
L0335,L0335,manual,Reliance Trends,Shirt,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,2800,200,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0336,L0336,manual,Pantaloons,Top,Cotton,M,Used,3,8,3,0,active_current_cycle,0,4200,200,Tier 3,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0337,L0337,manual,Roadster,Jeans,Denim,L,New,1,3,1,0,active_current_cycle,0,4800,450,Tier 3,12.5,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0338,L0338,manual,HRX,Activewear,Polyester,S,Like New,2,6,2,0,active_current_cycle,0,5200,350,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0339,L0339,manual,Flying Machine,Jeans,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,5000,250,Tier 3,25.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20
L0340,L0340,manual,Mufti,Shirt,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,5300,400,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0341,L0341,manual,Fabindia,Kurta,Linen,M,New,1,2,1,0,active_current_cycle,0,8500,1000,Tier 4,5.2632,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5
L0342,L0342,manual,Zara,Dress,Linen,S,Like New,2,6,2,0,active_current_cycle,0,9200,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0343,L0343,manual,Nike,Activewear,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,10000,600,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0344,L0344,manual,Tommy Hilfiger,Shirt,Cotton,L,Like New,2,4,2,0,active_current_cycle,0,9800,1000,Tier 4,17.6471,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12
L0345,L0345,manual,Diesel,Jeans,Denim,M,New,1,2,1,0,active_current_cycle,0,11500,1400,Tier 4,16.6667,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0346,L0346,manual,Raw Mango,Saree,Silk,S,Like New,2,6,2,0,active_current_cycle,0,22000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0347,L0347,manual,Anita Dongre,Lehenga,Silk,M,Used,3,12,4,1,needs_reapproval_or_removal,0,24000,2000,Tier 5,5.2632,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5
L0348,L0348,manual,Sabyasachi,Saree,Silk,L,New,1,2,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0349,L0349,manual,Gucci,Jacket,Leather,M,Like New,2,5,2,0,active_current_cycle,0,32000,6000,Tier 5,50.0,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0350,L0350,manual,Prada,Dress,Silk,S,Used,3,9,3,0,active_current_cycle,0,30000,2500,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0351,L0351,manual,Easybuy,Shirt,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1400,90,Tier 2,12.5,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12
L0352,L0352,manual,Vishal Mega Mart,Top,Polyester,S,Used,3,10,4,1,needs_reapproval_or_removal,1,1500,60,Tier 2,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0353,L0353,manual,Rangriti,Kurta,Cotton,L,New,1,2,1,0,active_current_cycle,0,1800,130,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0354,L0354,manual,Style Bazaar,Top,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,1200,80,Tier 1,33.3333,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20
L0355,L0355,manual,Zudio,Jeans,Denim,S,Used,3,9,3,0,active_current_cycle,0,1300,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0356,L0356,manual,Soch,Saree,Silk,M,Like New,2,4,2,0,active_current_cycle,0,4000,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0357,L0357,manual,Aurelia,Kurta,Cotton,L,New,1,3,1,0,active_current_cycle,0,3200,300,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0358,L0358,manual,Libas,Dress,Linen,S,Used,3,11,4,1,needs_reapproval_or_removal,0,3500,200,Tier 3,17.6471,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12
L0359,L0359,manual,Max Fashion,Jeans,Denim,M,Like New,2,6,2,0,active_current_cycle,0,2800,200,Tier 3,5.2632,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5
L0360,L0360,manual,Reliance Trends,Shirt,Cotton,XL,New,1,1,1,0,active_current_cycle,0,3000,300,Tier 3,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12
L0361,L0361,manual,Pantaloons,Top,Cotton,S,Like New,2,5,2,0,active_current_cycle,0,4500,350,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0362,L0362,manual,Roadster,Jeans,Denim,M,Used,3,8,3,0,active_current_cycle,0,4800,250,Tier 3,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0363,L0363,manual,HRX,Activewear,Polyester,L,New,1,2,1,0,active_current_cycle,0,5500,550,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0364,L0364,manual,Flying Machine,Jeans,Denim,M,Like New,2,6,2,0,active_current_cycle,0,5200,350,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0365,L0365,manual,Mufti,Shirt,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,1,5600,300,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0366,L0366,manual,Fabindia,Kurta,Linen,M,Like New,2,5,2,0,active_current_cycle,0,9000,900,Tier 4,5.8824,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5
L0367,L0367,manual,Zara,Dress,Linen,S,New,1,2,1,0,active_current_cycle,0,10000,1200,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0368,L0368,manual,Adidas,Jacket,Polyester,L,Like New,2,6,2,0,active_current_cycle,0,11500,1000,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0369,L0369,manual,Tommy Hilfiger,Shirt,Cotton,M,Used,3,9,3,0,active_current_cycle,0,10500,700,Tier 4,7.6923,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5
L0370,L0370,manual,Calvin Klein,Jacket,Leather,L,New,1,3,1,0,active_current_cycle,0,13000,2000,Tier 4,25.0,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20
L0371,L0371,manual,Raw Mango,Saree,Silk,L,New,1,2,1,0,active_current_cycle,0,24000,3600,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0372,L0372,manual,Anita Dongre,Lehenga,Silk,M,Like New,2,6,2,0,active_current_cycle,0,26000,3000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0373,L0373,manual,Tarun Tahiliani,Lehenga,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,1,29000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12
L0374,L0374,manual,Louis Vuitton,Jacket,Leather,M,New,1,1,1,0,active_current_cycle,0,35000,5200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance
L0375,L0375,manual,Burberry,Jacket,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,27000,3000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4
L0382,L0052,synthetic,Nalli,Saree,Silk,L,Used,3,4,2,0,active_current_cycle,0,6849,312,Tier 4,30.6667,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0385,L0118,synthetic,FBB,Kurta,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,905,326,Tier 1,986.6667,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0393,L0272,synthetic,Levi's,Jeans,Denim,XS,New,1,2,1,0,active_current_cycle,0,7282,380,Tier 4,36.6667,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30
L0395,L0244,synthetic,Nike,Activewear,Polyester,M,Used,3,9,3,0,active_current_cycle,0,10438,3758,Tier 4,526.3333,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0396,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,4,2,0,active_current_cycle,0,40204,6859,Tier 5,37.18,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0397,L0232,synthetic,Neeru's,Lehenga,Silk,M,New,1,3,1,0,active_current_cycle,0,9742,639,Tier 4,36.1,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30
L0398,L0037,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,3,5,2,0,active_current_cycle,0,66117,5506,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0401,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,3,16,4,1,needs_reapproval_or_removal,0,27020,1067,Tier 5,23.7857,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
