listing_id,source_listing_id,data_source,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,split_set,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0516,L0114,synthetic,GAP,Jeans,Unisex,category_derived,0,Denim,L,Like New,2,14,4,1,needs_reapproval_or_removal,0,6683,585,Tier 4,30.0,8,16,20,44,56,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0516,base,0,allowed_gender_selection
L0516__G_MEN,L0114,synthetic,GAP,Jeans,Men,user_selected,0,Denim,L,Like New,2,14,4,1,needs_reapproval_or_removal,0,6683,585,Tier 4,30.0,8,16,20,44,56,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0516,explicit_men_allowed,0,allowed_gender_selection
L0516__G_WOMEN,L0114,synthetic,GAP,Jeans,Women,user_selected,0,Denim,L,Like New,2,14,4,1,needs_reapproval_or_removal,0,6683,585,Tier 4,30.0,8,16,20,44,56,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0516,explicit_women_allowed,0,allowed_gender_selection
L0522,L0161,synthetic,Aurelia,Kurta,Unisex,category_derived,0,Cotton,S,Used,3,8,3,0,active_current_cycle,0,1142,19,Tier 1,36.6667,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,train,L0522,base,0,allowed_gender_selection
L0522__G_MEN,L0161,synthetic,Aurelia,Kurta,Men,user_selected,0,Cotton,S,Used,3,8,3,0,active_current_cycle,0,1142,19,Tier 1,36.6667,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,train,L0522,explicit_men_allowed,0,allowed_gender_selection
L0522__G_WOMEN,L0161,synthetic,Aurelia,Kurta,Women,user_selected,0,Cotton,S,Used,3,8,3,0,active_current_cycle,0,1142,19,Tier 1,36.6667,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,train,L0522,explicit_women_allowed,0,allowed_gender_selection
L0525,L0160,synthetic,Calvin Klein,Jacket,Unisex,category_derived,0,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,7373,274,Tier 4,21.7143,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0525,base,0,allowed_gender_selection
L0525__G_MEN,L0160,synthetic,Calvin Klein,Jacket,Men,user_selected,0,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,7373,274,Tier 4,21.7143,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0525,explicit_men_allowed,0,allowed_gender_selection
L0525__G_WOMEN,L0160,synthetic,Calvin Klein,Jacket,Women,user_selected,0,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,7373,274,Tier 4,21.7143,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0525,explicit_women_allowed,0,allowed_gender_selection
L0528,L0180,synthetic,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,M,Used,3,14,4,1,needs_reapproval_or_removal,0,158622,11389,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0528,base,0,allowed_gender_selection
L0528__G_MEN,L0180,synthetic,Louis Vuitton,Jacket,Men,user_selected,0,Leather,M,Used,3,14,4,1,needs_reapproval_or_removal,0,158622,11389,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0528,explicit_men_allowed,0,allowed_gender_selection
L0528__G_WOMEN,L0180,synthetic,Louis Vuitton,Jacket,Women,user_selected,0,Leather,M,Used,3,14,4,1,needs_reapproval_or_removal,0,158622,11389,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0528,explicit_women_allowed,0,allowed_gender_selection
L0533,L0343,synthetic,Nike,Activewear,Unisex,category_derived,0,Polyester,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,8914,515,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,test,L0533,base,0,allowed_gender_selection
L0533__G_MEN,L0343,synthetic,Nike,Activewear,Men,user_selected,0,Polyester,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,8914,515,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,test,L0533,explicit_men_allowed,0,allowed_gender_selection
L0533__G_WOMEN,L0343,synthetic,Nike,Activewear,Women,user_selected,0,Polyester,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,8914,515,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,test,L0533,explicit_women_allowed,0,allowed_gender_selection
L0534,L0161,synthetic,Aurelia,Kurta,Unisex,category_derived,0,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1119,35,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,train,L0534,base,0,allowed_gender_selection
L0534__G_MEN,L0161,synthetic,Aurelia,Kurta,Men,user_selected,0,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1119,35,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,train,L0534,explicit_men_allowed,0,allowed_gender_selection
L0534__G_WOMEN,L0161,synthetic,Aurelia,Kurta,Women,user_selected,0,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1119,35,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,train,L0534,explicit_women_allowed,0,allowed_gender_selection
L0539,L0238,synthetic,Nicobar,Kurta,Unisex,category_derived,0,Linen,L,Used,3,6,2,0,active_current_cycle,0,8511,3064,Tier 4,410.6667,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,test,L0539,base,0,allowed_gender_selection
L0539__G_MEN,L0238,synthetic,Nicobar,Kurta,Men,user_selected,0,Linen,L,Used,3,6,2,0,active_current_cycle,0,8511,3064,Tier 4,410.6667,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,test,L0539,explicit_men_allowed,0,allowed_gender_selection
L0539__G_WOMEN,L0238,synthetic,Nicobar,Kurta,Women,user_selected,0,Linen,L,Used,3,6,2,0,active_current_cycle,0,8511,3064,Tier 4,410.6667,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,test,L0539,explicit_women_allowed,0,allowed_gender_selection
L0540,L0320,synthetic,Diesel,Jeans,Unisex,category_derived,0,Denim,S,Used,3,14,4,1,needs_reapproval_or_removal,0,11485,806,Tier 4,34.3333,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0540,base,0,allowed_gender_selection
L0540__G_MEN,L0320,synthetic,Diesel,Jeans,Men,user_selected,0,Denim,S,Used,3,14,4,1,needs_reapproval_or_removal,0,11485,806,Tier 4,34.3333,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0540,explicit_men_allowed,0,allowed_gender_selection
L0540__G_WOMEN,L0320,synthetic,Diesel,Jeans,Women,user_selected,0,Denim,S,Used,3,14,4,1,needs_reapproval_or_removal,0,11485,806,Tier 4,34.3333,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0540,explicit_women_allowed,0,allowed_gender_selection
L0542,L0147,synthetic,Neeru's,Lehenga,Women,category_derived,0,Silk,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,13565,1375,Tier 4,25.0,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,val,L0542,base,0,allowed_gender_selection
L0542__G_MEN,L0147,synthetic,Neeru's,Lehenga,Men,user_selected,1,Silk,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,13565,1375,Tier 4,25.0,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,val,L0542,explicit_men_conflict,1,gender_category_conflict_review
L0544,L0244,synthetic,Nike,Activewear,Unisex,category_derived,0,Polyester,M,Like New,2,7,3,0,active_current_cycle,0,10990,3957,Tier 4,365.5294,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45,train,L0544,base,0,allowed_gender_selection
L0544__G_MEN,L0244,synthetic,Nike,Activewear,Men,user_selected,0,Polyester,M,Like New,2,7,3,0,active_current_cycle,0,10990,3957,Tier 4,365.5294,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45,train,L0544,explicit_men_allowed,0,allowed_gender_selection
L0544__G_WOMEN,L0244,synthetic,Nike,Activewear,Women,user_selected,0,Polyester,M,Like New,2,7,3,0,active_current_cycle,0,10990,3957,Tier 4,365.5294,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45,train,L0544,explicit_women_allowed,0,allowed_gender_selection
L0549,L0358,synthetic,Libas,Dress,Women,category_derived,0,Linen,S,Used,3,10,4,1,needs_reapproval_or_removal,0,4124,182,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,train,L0549,base,0,allowed_gender_selection
L0549__G_MEN,L0358,synthetic,Libas,Dress,Men,user_selected,1,Linen,S,Used,3,10,4,1,needs_reapproval_or_removal,0,4124,182,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,train,L0549,explicit_men_conflict,1,gender_category_conflict_review
L0550,L0330,synthetic,Style Bazaar,Top,Women,category_derived,0,Cotton,M,Like New,2,12,4,1,needs_reapproval_or_removal,0,1418,511,Tier 2,751.6667,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0550,base,0,allowed_gender_selection
L0550__G_MEN,L0330,synthetic,Style Bazaar,Top,Men,user_selected,1,Cotton,M,Like New,2,12,4,1,needs_reapproval_or_removal,0,1418,511,Tier 2,751.6667,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0550,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0553,L0260,synthetic,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,M,Used,3,8,3,0,active_current_cycle,0,32709,1568,Tier 5,28.7273,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,test,L0553,base,0,allowed_gender_selection
L0553__G_MEN,L0260,synthetic,Louis Vuitton,Jacket,Men,user_selected,0,Leather,M,Used,3,8,3,0,active_current_cycle,0,32709,1568,Tier 5,28.7273,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,test,L0553,explicit_men_allowed,0,allowed_gender_selection
L0553__G_WOMEN,L0260,synthetic,Louis Vuitton,Jacket,Women,user_selected,0,Leather,M,Used,3,8,3,0,active_current_cycle,0,32709,1568,Tier 5,28.7273,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,test,L0553,explicit_women_allowed,0,allowed_gender_selection
L0554,L0079,synthetic,American Eagle,Jeans,Unisex,category_derived,0,Denim,XS,Like New,2,12,4,1,needs_reapproval_or_removal,0,8913,3209,Tier 4,434.8333,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0554,base,0,allowed_gender_selection
L0554__G_MEN,L0079,synthetic,American Eagle,Jeans,Men,user_selected,0,Denim,XS,Like New,2,12,4,1,needs_reapproval_or_removal,0,8913,3209,Tier 4,434.8333,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0554,explicit_men_allowed,0,allowed_gender_selection
L0554__G_WOMEN,L0079,synthetic,American Eagle,Jeans,Women,user_selected,0,Denim,XS,Like New,2,12,4,1,needs_reapproval_or_removal,0,8913,3209,Tier 4,434.8333,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0554,explicit_women_allowed,0,allowed_gender_selection
L0556,L0123,synthetic,Sabyasachi,Lehenga,Women,category_derived,0,Silk,L,Like New,2,12,4,1,needs_reapproval_or_removal,0,58451,5616,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,train,L0556,base,0,allowed_gender_selection
L0556__G_MEN,L0123,synthetic,Sabyasachi,Lehenga,Men,user_selected,1,Silk,L,Like New,2,12,4,1,needs_reapproval_or_removal,0,58451,5616,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,train,L0556,explicit_men_conflict,1,gender_category_conflict_review
L0557,L0293,synthetic,GAP,Jeans,Unisex,category_derived,0,Denim,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,8061,228,Tier 4,34.8571,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0557,base,0,allowed_gender_selection
L0557__G_MEN,L0293,synthetic,GAP,Jeans,Men,user_selected,0,Denim,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,8061,228,Tier 4,34.8571,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0557,explicit_men_allowed,0,allowed_gender_selection
L0557__G_WOMEN,L0293,synthetic,GAP,Jeans,Women,user_selected,0,Denim,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,8061,228,Tier 4,34.8571,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0557,explicit_women_allowed,0,allowed_gender_selection
L0560,L0114,synthetic,GAP,Jeans,Unisex,category_derived,0,Denim,S,Like New,2,9,3,0,active_current_cycle,0,5921,629,Tier 4,39.7778,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30,train,L0560,base,0,allowed_gender_selection
L0560__G_MEN,L0114,synthetic,GAP,Jeans,Men,user_selected,0,Denim,S,Like New,2,9,3,0,active_current_cycle,0,5921,629,Tier 4,39.7778,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30,train,L0560,explicit_men_allowed,0,allowed_gender_selection
L0560__G_WOMEN,L0114,synthetic,GAP,Jeans,Women,user_selected,0,Denim,S,Like New,2,9,3,0,active_current_cycle,0,5921,629,Tier 4,39.7778,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30,train,L0560,explicit_women_allowed,0,allowed_gender_selection
L0561,L0192,synthetic,Tarun Tahiliani,Saree,Women,category_derived,0,Silk,S,Like New,2,6,2,0,active_current_cycle,0,77459,13906,Tier 5,37.6832,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,train,L0561,base,0,allowed_gender_selection
L0561__G_MEN,L0192,synthetic,Tarun Tahiliani,Saree,Men,user_selected,1,Silk,S,Like New,2,6,2,0,active_current_cycle,0,77459,13906,Tier 5,37.6832,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,train,L0561,explicit_men_conflict,1,gender_category_conflict_review
L0562,L0242,synthetic,American Eagle,Jeans,Unisex,category_derived,0,Denim,M,Like New,2,1,1,0,active_current_cycle,0,8255,420,Tier 4,35.3846,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30,train,L0562,base,0,allowed_gender_selection
L0562__G_MEN,L0242,synthetic,American Eagle,Jeans,Men,user_selected,0,Denim,M,Like New,2,1,1,0,active_current_cycle,0,8255,420,Tier 4,35.3846,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30,train,L0562,explicit_men_allowed,0,allowed_gender_selection
L0562__G_WOMEN,L0242,synthetic,American Eagle,Jeans,Women,user_selected,0,Denim,M,Like New,2,1,1,0,active_current_cycle,0,8255,420,Tier 4,35.3846,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30,train,L0562,explicit_women_allowed,0,allowed_gender_selection
L0568,L0177,synthetic,Prada,Dress,Women,category_derived,0,Silk,S,Used,3,7,3,0,active_current_cycle,0,103389,10300,Tier 5,15.7303,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,test,L0568,base,0,allowed_gender_selection
L0568__G_MEN,L0177,synthetic,Prada,Dress,Men,user_selected,1,Silk,S,Used,3,7,3,0,active_current_cycle,0,103389,10300,Tier 5,15.7303,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,test,L0568,explicit_men_conflict,1,gender_category_conflict_review
L0571,L0022,synthetic,Mufti,Shirt,Unisex,category_derived,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3707,215,Tier 3,13.1579,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0571,base,0,allowed_gender_selection
L0571__G_MEN,L0022,synthetic,Mufti,Shirt,Men,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3707,215,Tier 3,13.1579,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0571,explicit_men_allowed,0,allowed_gender_selection
L0571__G_WOMEN,L0022,synthetic,Mufti,Shirt,Women,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3707,215,Tier 3,13.1579,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0571,explicit_women_allowed,0,allowed_gender_selection
L0576,L0022,synthetic,Mufti,Shirt,Unisex,category_derived,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3106,112,Tier 3,13.8462,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0576,base,0,allowed_gender_selection
L0576__G_MEN,L0022,synthetic,Mufti,Shirt,Men,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3106,112,Tier 3,13.8462,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0576,explicit_men_allowed,0,allowed_gender_selection
L0576__G_WOMEN,L0022,synthetic,Mufti,Shirt,Women,user_selected,0,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3106,112,Tier 3,13.8462,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0576,explicit_women_allowed,0,allowed_gender_selection
L0577,L0327,synthetic,Easybuy,Jeans,Unisex,category_derived,0,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,1632,191,Tier 2,138.75,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0577,base,0,allowed_gender_selection
L0577__G_MEN,L0327,synthetic,Easybuy,Jeans,Men,user_selected,0,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,1632,191,Tier 2,138.75,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0577,explicit_men_allowed,0,allowed_gender_selection
L0577__G_WOMEN,L0327,synthetic,Easybuy,Jeans,Women,user_selected,0,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,1632,191,Tier 2,138.75,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0577,explicit_women_allowed,0,allowed_gender_selection
L0581,L0110,synthetic,Easybuy,Shirt,Unisex,category_derived,0,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,731,20,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,val,L0581,base,0,allowed_gender_selection
L0581__G_MEN,L0110,synthetic,Easybuy,Shirt,Men,user_selected,0,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,731,20,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,val,L0581,explicit_men_allowed,0,allowed_gender_selection
L0581__G_WOMEN,L0110,synthetic,Easybuy,Shirt,Women,user_selected,0,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,731,20,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,val,L0581,explicit_women_allowed,0,allowed_gender_selection
L0587,L0038,synthetic,Armani,Jacket,Unisex,category_derived,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45527,3930,Tier 5,15.5882,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0587,base,0,allowed_gender_selection
L0587__G_MEN,L0038,synthetic,Armani,Jacket,Men,user_selected,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45527,3930,Tier 5,15.5882,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0587,explicit_men_allowed,0,allowed_gender_selection
L0587__G_WOMEN,L0038,synthetic,Armani,Jacket,Women,user_selected,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45527,3930,Tier 5,15.5882,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0587,explicit_women_allowed,0,allowed_gender_selection
L0588,L0283,synthetic,Max Fashion,Jeans,Unisex,category_derived,0,Denim,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,2238,58,Tier 2,35.5556,8,12,30,50,50,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,train,L0588,base,0,allowed_gender_selection
L0588__G_MEN,L0283,synthetic,Max Fashion,Jeans,Men,user_selected,0,Denim,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,2238,58,Tier 2,35.5556,8,12,30,50,50,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,train,L0588,explicit_men_allowed,0,allowed_gender_selection
L0588__G_WOMEN,L0283,synthetic,Max Fashion,Jeans,Women,user_selected,0,Denim,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,2238,58,Tier 2,35.5556,8,12,30,50,50,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,train,L0588,explicit_women_allowed,0,allowed_gender_selection
L0592,L0369,synthetic,Tommy Hilfiger,Shirt,Unisex,category_derived,0,Cotton,S,Used,3,13,4,1,needs_reapproval_or_removal,0,9357,1373,Tier 4,174.6,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0592,base,0,allowed_gender_selection
L0592__G_MEN,L0369,synthetic,Tommy Hilfiger,Shirt,Men,user_selected,0,Cotton,S,Used,3,13,4,1,needs_reapproval_or_removal,0,9357,1373,Tier 4,174.6,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0592,explicit_men_allowed,0,allowed_gender_selection
L0592__G_WOMEN,L0369,synthetic,Tommy Hilfiger,Shirt,Women,user_selected,0,Cotton,S,Used,3,13,4,1,needs_reapproval_or_removal,0,9357,1373,Tier 4,174.6,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0592,explicit_women_allowed,0,allowed_gender_selection
L0593,L0296,synthetic,Raw Mango,Saree,Women,category_derived,0,Silk,M,Used,3,4,2,0,active_current_cycle,0,19850,2738,Tier 5,36.9,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0593,base,0,allowed_gender_selection
L0593__G_MEN,L0296,synthetic,Raw Mango,Saree,Men,user_selected,1,Silk,M,Used,3,4,2,0,active_current_cycle,0,19850,2738,Tier 5,36.9,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0593,explicit_men_conflict,1,gender_category_conflict_review
L0596,L0161,synthetic,Aurelia,Kurta,Unisex,category_derived,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,972,38,Tier 1,26.6667,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0596,base,0,allowed_gender_selection
L0596__G_MEN,L0161,synthetic,Aurelia,Kurta,Men,user_selected,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,972,38,Tier 1,26.6667,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0596,explicit_men_allowed,0,allowed_gender_selection
L0596__G_WOMEN,L0161,synthetic,Aurelia,Kurta,Women,user_selected,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,972,38,Tier 1,26.6667,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0596,explicit_women_allowed,0,allowed_gender_selection
L0599,L0296,synthetic,Raw Mango,Saree,Women,category_derived,0,Silk,M,Used,3,4,2,0,active_current_cycle,0,20291,2869,Tier 5,36.619,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0599,base,0,allowed_gender_selection
L0599__G_MEN,L0296,synthetic,Raw Mango,Saree,Men,user_selected,1,Silk,M,Used,3,4,2,0,active_current_cycle,0,20291,2869,Tier 5,36.619,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0599,explicit_men_conflict,1,gender_category_conflict_review
