listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L0396,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,4,40204,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3900,5000,train
L0397,L0232,synthetic,Neeru's,Lehenga,Silk,M,New,3,9742,Tier 4,0.09,0.11,1,1,1.1,1.05,1000,1200,train
L0398,L0037,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,5,66117,Tier 5,0.11,0.14,0.7,0.9,1,1.03,4700,6000,val
L0399,L0296,synthetic,Raw Mango,Saree,Silk,M,Like New,9,19798,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,train
L0400,L0182,synthetic,H&M,Dress,Cotton,S,Like New,10,992,Tier 1,0.05,0.06,0.9,0.8,1.05,1,40,40,train
L0401,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,16,27020,Tier 5,0.11,0.14,0.7,0.6,1.1,1.05,1400,1800,train
L0402,L0143,synthetic,Prada,Dress,Silk,M,Like New,12,75472,Tier 5,0.11,0.14,0.9,0.7,1.05,1.05,5800,7300,train
L0403,L0277,synthetic,Vishal Mega Mart,Top,Polyester,L,Like New,10,1090,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,val
L0404,L0031,synthetic,Suta,Saree,Silk,M,New,1,2828,Tier 3,0.07,0.09,1,1,1.1,1.05,250,300,train
L0405,L0375,synthetic,Burberry,Jacket,Cotton,XS,Used,8,24888,Tier 5,0.11,0.14,0.7,0.8,1.05,1,1600,2000,train
L0406,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,Like New,1,20595,Tier 5,0.11,0.14,0.9,1,1.1,1.05,2400,3000,val
L0407,L0036,synthetic,Jaypore,Saree,Silk,M,Like New,9,8900,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,650,800,train
L0408,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,7,72282,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5100,6500,train
L0409,L0105,synthetic,House of Masaba,Saree,Silk,M,Like New,7,13322,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,train
L0410,L0038,synthetic,Armani,Jacket,Leather,S,Used,13,52230,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,3100,4000,val
L0411,L0140,synthetic,Prada,Dress,Silk,S,Used,5,80407,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,6100,7800,train
L0412,L0129,synthetic,Max Fashion,Jeans,Denim,L,Like New,3,971,Tier 1,0.05,0.06,0.9,1,0.95,1,40,50,test
L0413,L0067,synthetic,Anouk,Saree,Cotton,S,Like New,7,1908,Tier 2,0.06,0.07,0.9,0.8,1.1,1,90,110,val
L0414,L0190,synthetic,Global Desi,Saree,Silk,M,Like New,5,1296,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,70,80,train
L0415,L0108,synthetic,Armani,Jacket,Leather,S,Used,14,49579,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2900,3700,val
L0416,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,M,Used,14,21370,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1300,1700,train
L0417,L0241,synthetic,GAP,Jeans,Denim,L,Like New,11,7600,Tier 4,0.09,0.11,0.9,0.7,0.95,1,400,500,train
L0418,L0115,synthetic,American Eagle,Jeans,Denim,XS,Like New,7,8118,Tier 4,0.09,0.11,0.9,0.8,0.95,1,500,600,train
L0419,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,11,166168,Tier 5,0.11,0.14,0.9,0.7,1.05,1.05,12700,16200,train
L0420,L0060,synthetic,FBB,Ethnic Wear,Cotton,S,New,3,903,Tier 1,0.05,0.06,1,1,1.1,1,50,60,train
L0421,L0177,synthetic,Prada,Dress,Silk,S,Like New,4,108846,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10700,13600,val
L0422,L0296,synthetic,Raw Mango,Saree,Silk,M,Like New,3,17609,Tier 5,0.11,0.14,0.9,1,1.1,1.05,2000,2600,train
L0423,L0344,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,5,10382,Tier 4,0.09,0.11,0.9,0.9,1,1,750,950,train
L0424,L0340,synthetic,Mufti,Shirt,Cotton,S,Like New,7,5248,Tier 4,0.09,0.11,0.9,0.8,1,1,350,400,train
L0425,L0099,synthetic,W for Woman,Ethnic Wear,Silk,S,Used,8,1500,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,60,70,test
L0426,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,New,3,93293,Tier 5,0.11,0.14,1,1,1.1,1.05,11900,15100,train
L0427,L0346,synthetic,Raw Mango,Saree,Silk,S,Used,7,25061,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,1800,2300,train
L0428,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,5,6026,Tier 4,0.09,0.11,0.9,0.9,1,1,450,550,train
L0429,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,1,8018,Tier 4,0.09,0.11,1,1,0.95,1,700,850,train
L0430,L0323,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Like New,15,25337,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,2000,2600,train
L0431,L0353,synthetic,Rangriti,Kurta,Cotton,L,New,6,2088,Tier 2,0.06,0.07,1,0.9,1,1,110,130,train
L0432,L0357,synthetic,Aurelia,Kurta,Cotton,L,New,1,3748,Tier 3,0.07,0.09,1,1,1,1,250,350,val
L0433,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,4,9092,Tier 4,0.09,0.11,0.7,0.9,1,1.03,550,650,val
L0434,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,XL,Used,13,10504,Tier 4,0.09,0.11,0.7,0.7,1,1,450,550,test
L0435,L0362,synthetic,Roadster,Jeans,Denim,M,Like New,9,4992,Tier 3,0.07,0.09,0.9,0.8,0.95,1,250,300,train
L0436,L0200,synthetic,Mufti,Shirt,Linen,XS,Used,13,3589,Tier 3,0.07,0.09,0.7,0.7,1,1.03,130,160,train
L0437,L0181,synthetic,Red Tape,Shirt,Linen,S,New,4,1148,Tier 1,0.05,0.06,1,0.9,1,1.03,50,60,train
L0438,L0140,synthetic,Prada,Dress,Silk,S,Like New,4,91210,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,9000,11400,train
L0439,L0240,synthetic,Marks & Spencer,Dress,Cotton,XS,Used,10,8384,Tier 4,0.09,0.11,0.7,0.8,1.05,1,450,550,train
L0440,L0220,synthetic,Anouk,Kurta,Cotton,M,Like New,8,3764,Tier 3,0.07,0.09,0.9,0.8,1,1,190,250,train
L0441,L0168,synthetic,Mufti,Shirt,Linen,M,Used,12,4139,Tier 3,0.07,0.09,0.7,0.7,1,1.03,150,190,val
L0442,L0277,synthetic,Vishal Mega Mart,Top,Polyester,S,Like New,6,1049,Tier 1,0.05,0.06,0.9,0.9,1,1,40,50,val
L0443,L0127,synthetic,Aurelia,Ethnic Wear,Cotton,S,Like New,1,643,Tier 1,0.05,0.06,0.9,1,1.1,1,30,40,val
L0444,L0112,synthetic,Zudio,Shirt,Cotton,M,Like New,1,353,Tier 1,0.05,0.06,0.9,1,1,1,20,20,train
L0445,L0084,synthetic,Style Bazaar,Top,Polyester,L,Used,10,286,Tier 1,0.05,0.06,0.7,0.8,1,1,10,10,train
L0446,L0367,synthetic,Zara,Dress,Linen,S,Used,4,10494,Tier 4,0.09,0.11,0.7,0.9,1.05,1.03,650,800,val
L0447,L0155,synthetic,Uniqlo,Jacket,Denim,XS,Like New,9,1790,Tier 2,0.06,0.07,0.9,0.8,1.05,1,80,90,train
L0448,L0190,synthetic,Global Desi,Saree,Silk,M,Like New,9,1720,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,90,100,train
L0449,L0326,synthetic,Zudio,Top,Cotton,XL,Like New,8,977,Tier 1,0.05,0.06,0.9,0.8,1,1,40,40,train
L0450,L0276,synthetic,Easybuy,Shirt,Cotton,M,New,2,1548,Tier 2,0.06,0.07,1,1,1,1,90,110,train
L0451,L0045,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,7,6032,Tier 4,0.09,0.11,0.9,0.8,1,1,400,500,train
L0452,L0254,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,6,24099,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2500,3200,train
L0453,L0306,synthetic,Soch,Saree,Silk,L,Used,5,3608,Tier 3,0.07,0.09,0.7,0.9,1.1,1.05,180,250,train
L0454,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Like New,11,11198,Tier 4,0.09,0.11,0.9,0.7,1,1,650,800,test
L0455,L0009,synthetic,Roadster,Jeans,Denim,XL,New,1,1013,Tier 1,0.05,0.06,1,1,0.95,1,50,60,test
L0456,L0272,synthetic,Levi's,Jeans,Denim,M,Used,5,7800,Tier 4,0.09,0.11,0.7,0.9,0.95,1,400,500,train
L0457,L0062,synthetic,HRX,Activewear,Polyester,M,New,3,2385,Tier 2,0.06,0.07,1,1,0.95,1,140,160,train
L0458,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,13,10727,Tier 4,0.09,0.11,0.7,0.7,0.95,1,450,550,val
L0459,L0175,synthetic,Spykar,Shirt,Cotton,M,New,1,1230,Tier 2,0.06,0.07,1,1,1,1,70,90,train
L0460,L0206,synthetic,Style Bazaar,Top,Polyester,XS,Like New,3,827,Tier 1,0.05,0.06,0.9,1,1,1,40,40,train
L0461,L0044,synthetic,Aurelia,Kurta,Cotton,L,Like New,10,1102,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,train
L0462,L0231,synthetic,Nalli,Saree,Silk,S,Used,5,9460,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,600,750,train
L0463,L0051,synthetic,Prada,Dress,Silk,M,Like New,9,91014,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,7900,10100,train
L0464,L0283,synthetic,Max Fashion,Jeans,Denim,S,Like New,9,2728,Tier 3,0.07,0.09,0.9,0.8,0.95,1,130,170,train
L0465,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,9,10927,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,650,800,train
L0466,L0279,synthetic,Style Bazaar,Top,Cotton,M,Like New,4,1335,Tier 2,0.06,0.07,0.9,0.9,1,1,60,80,test
L0467,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,12,2091,Tier 2,0.06,0.07,0.7,0.7,1.1,1.05,70,80,val
L0468,L0359,synthetic,Max Fashion,Jeans,Denim,M,Used,6,2864,Tier 3,0.07,0.09,0.7,0.9,0.95,1,120,150,test
L0469,L0222,synthetic,Pantaloons,Shirt,Cotton,L,Used,10,3351,Tier 3,0.07,0.09,0.7,0.8,1,1,130,170,train
L0470,L0295,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,4,10084,Tier 4,0.09,0.11,0.9,0.9,1,1,750,900,train
L0471,L0090,synthetic,Zara,Dress,Linen,S,Like New,5,6676,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,550,650,train
L0472,L0047,synthetic,Red Tape,Shirt,Linen,S,Like New,4,1020,Tier 1,0.05,0.06,0.9,0.9,1,1.03,40,50,val
L0473,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,Used,5,13370,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,900,1100,val
L0474,L0060,synthetic,FBB,Ethnic Wear,Cotton,XL,Used,8,905,Tier 1,0.05,0.06,0.7,0.8,1.1,1,30,30,train
L0475,L0097,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,10,54540,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,5000,6300,val
L0476,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,Like New,7,11540,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,850,1100,val
L0477,L0160,synthetic,Calvin Klein,Jacket,Denim,M,Used,11,7524,Tier 4,0.09,0.11,0.7,0.7,1.05,1,350,450,train
L0478,L0332,synthetic,Aurelia,Dress,Linen,XL,Like New,8,3729,Tier 3,0.07,0.09,0.9,0.8,1.05,1.03,200,250,train
L0479,L0125,synthetic,Max Fashion,Jeans,Denim,M,New,2,1260,Tier 2,0.06,0.07,1,1,0.95,1,70,80,train
L0480,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,9,79822,Tier 5,0.11,0.14,0.9,0.8,1,1.03,6500,8300,train
L0481,L0297,synthetic,Anita Dongre,Lehenga,Silk,XL,Like New,6,23585,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2400,3100,val
L0482,L0279,synthetic,Style Bazaar,Top,Cotton,M,Like New,5,1419,Tier 2,0.06,0.07,0.9,0.9,1,1,70,80,test
L0483,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,XL,Like New,5,414,Tier 1,0.05,0.06,0.9,0.9,1,1,20,20,train
L0484,L0334,synthetic,Max Fashion,Jeans,Denim,XL,New,1,3088,Tier 3,0.07,0.09,1,1,0.95,1,200,250,train
L0485,L0226,synthetic,Mufti,Shirt,Cotton,M,Used,11,4595,Tier 3,0.07,0.09,0.7,0.7,1,1,160,200,train
L0486,L0039,synthetic,W for Woman,Saree,Silk,M,New,2,2730,Tier 3,0.07,0.09,1,1,1.1,1.05,200,300,test
L0487,L0274,synthetic,Pantaloons,Shirt,Cotton,M,Used,5,5223,Tier 4,0.09,0.11,0.7,0.9,1,1,300,350,train
L0488,L0121,synthetic,Roadster,Shirt,Cotton,M,New,3,1290,Tier 2,0.06,0.07,1,1,1,1,80,90,train
L0489,L0361,synthetic,Pantaloons,Top,Cotton,XL,Used,4,5248,Tier 4,0.09,0.11,0.7,0.9,1,1,300,350,train
L0490,L0029,synthetic,Zara,Jacket,Denim,M,Like New,8,4676,Tier 3,0.07,0.09,0.9,0.8,1.05,1,250,300,test
L0491,L0196,synthetic,Bewakoof,Top,Cotton,S,New,1,981,Tier 1,0.05,0.06,1,1,1,1,50,60,train
L0492,L0236,synthetic,Masaba,Dress,Cotton,S,Used,7,9553,Tier 4,0.09,0.11,0.7,0.8,1.05,1,500,600,train
L0493,L0081,synthetic,FBB,Kurta,Cotton,M,Used,9,949,Tier 1,0.05,0.06,0.7,0.8,1,1,30,30,train
L0494,L0234,synthetic,AND,Dress,Linen,M,New,4,6543,Tier 4,0.09,0.11,1,0.9,1.05,1.03,550,700,train
L0495,L0359,synthetic,Max Fashion,Jeans,Denim,M,Like New,10,2649,Tier 3,0.07,0.09,0.9,0.8,0.95,1,130,160,test
L0496,L0255,synthetic,Sabyasachi,Saree,Silk,S,Like New,14,26098,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,2100,2700,train
L0497,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,8,54360,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,3900,4900,val
L0498,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,6,24892,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,2000,2500,train
L0499,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,5,4480,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L0500,L0140,synthetic,Prada,Dress,Silk,S,Like New,10,98142,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,8600,10900,train
L0501,L0059,synthetic,Levi's,Jeans,Denim,M,New,1,4752,Tier 3,0.07,0.09,1,1,0.95,1,300,400,test
L0502,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,XS,Like New,8,1383,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,train
L0503,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,13,10378,Tier 4,0.09,0.11,0.9,0.7,1.1,1.05,700,850,train
L0504,L0056,synthetic,Bewakoof,Top,Polyester,S,Like New,7,620,Tier 1,0.05,0.06,0.9,0.8,1,1,20,30,train
L0505,L0326,synthetic,Zudio,Top,Cotton,S,Like New,8,957,Tier 1,0.05,0.06,0.9,0.8,1,1,30,40,train
L0506,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,12,2824,Tier 3,0.07,0.09,0.7,0.7,1,1,100,120,train
L0507,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Like New,13,32048,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,2600,3300,train
L0508,L0190,synthetic,Global Desi,Saree,Silk,M,Like New,7,1723,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,90,100,train
L0509,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,10,1198,Tier 1,0.05,0.06,0.7,0.8,1.1,1,40,40,test
L0510,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,9,10412,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,600,750,train
L0511,L0171,synthetic,Pantaloons,Jeans,Denim,L,Used,8,992,Tier 1,0.05,0.06,0.7,0.8,0.95,1,30,30,train
L0512,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,6,438,Tier 1,0.05,0.06,0.7,0.9,1,1,10,20,train
L0513,L0067,synthetic,Anouk,Saree,Cotton,S,Used,11,2054,Tier 2,0.06,0.07,0.7,0.7,1.1,1,70,80,val
L0514,L0184,synthetic,Bewakoof,Top,Polyester,M,Like New,8,443,Tier 1,0.05,0.06,0.9,0.8,1,1,20,20,train
L0515,L0270,synthetic,Manyavar,Ethnic Wear,Silk,M,New,3,9811,Tier 4,0.09,0.11,1,1,1.1,1.05,1000,1200,train
L0516,L0114,synthetic,GAP,Jeans,Denim,L,Like New,14,6683,Tier 4,0.09,0.11,0.9,0.7,0.95,1,350,450,train
L0517,L0016,synthetic,HRX,Activewear,Polyester,XS,Used,4,1012,Tier 1,0.05,0.06,0.7,0.9,0.95,1,30,40,train
L0518,L0228,synthetic,Fabindia,Kurta,Linen,M,New,3,6900,Tier 4,0.09,0.11,1,1,1,1.03,650,800,val
L0519,L0325,synthetic,Versace,Dress,Silk,M,Like New,5,34456,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3400,4300,train
L0520,L0221,synthetic,Indya,Ethnic Wear,Silk,M,Like New,6,5812,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,500,600,train
L0521,L0221,synthetic,Indya,Ethnic Wear,Silk,M,New,2,6069,Tier 4,0.09,0.11,1,1,1.1,1.05,650,750,train
L0522,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,8,1142,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L0523,L0048,synthetic,Puma,Activewear,Polyester,M,Like New,10,3401,Tier 3,0.07,0.09,0.9,0.8,0.95,1,160,200,val
L0524,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,New,5,2595,Tier 3,0.07,0.09,1,0.9,1,1,160,200,train
L0525,L0160,synthetic,Calvin Klein,Jacket,Denim,M,Used,11,7373,Tier 4,0.09,0.11,0.7,0.7,1.05,1,350,400,train
L0526,L0285,synthetic,Brand Factory,Jacket,Polyester,L,Like New,7,3159,Tier 3,0.07,0.09,0.9,0.8,1.05,1,170,200,train
L0527,L0337,synthetic,Roadster,Jeans,Denim,S,New,1,5261,Tier 4,0.09,0.11,1,1,0.95,1,450,550,val
L0528,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Used,14,158622,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,9400,12000,train
L0529,L0317,synthetic,Mango,Dress,Linen,M,Like New,4,10058,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,800,950,val
L0530,L0111,synthetic,W for Woman,Saree,Silk,M,New,1,2221,Tier 2,0.06,0.07,1,1,1.1,1.05,150,180,train
L0531,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,9,1911,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,70,90,val
L0532,L0071,synthetic,Vishal Mega Mart,Kurta,Cotton,L,Like New,5,642,Tier 1,0.05,0.06,0.9,0.9,1,1,30,30,train
L0533,L0343,synthetic,Nike,Activewear,Polyester,L,Like New,11,8914,Tier 4,0.09,0.11,0.9,0.7,0.95,1,500,600,train
L0534,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,10,1119,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L0535,L0011,synthetic,Easybuy,Top,Polyester,M,Like New,7,514,Tier 1,0.05,0.06,0.9,0.8,1,1,20,20,train
L0536,L0203,synthetic,Easybuy,Shirt,Polyester,S,New,1,1363,Tier 2,0.06,0.07,1,1,1,1,80,100,train
L0537,L0100,synthetic,Armani,Ethnic Wear,Polyester,S,Like New,2,93595,Tier 5,0.11,0.14,0.9,1,1.1,1,10200,13000,train
L0538,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Used,7,337,Tier 1,0.05,0.06,0.7,0.8,1,1,10,10,train
L0539,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,6,8511,Tier 4,0.09,0.11,0.7,0.9,1,1.03,500,600,val
L0540,L0320,synthetic,Diesel,Jeans,Denim,S,Used,14,11485,Tier 4,0.09,0.11,0.7,0.7,0.95,1,500,600,train
L0541,L0303,synthetic,Rangriti,Kurta,Cotton,M,Like New,4,1619,Tier 2,0.06,0.07,0.9,0.9,1,1,80,90,train
L0542,L0147,synthetic,Neeru's,Lehenga,Silk,L,Like New,11,13565,Tier 4,0.09,0.11,0.9,0.7,1.1,1.05,900,1100,val
L0543,L0284,synthetic,Reliance Trends,Shirt,Cotton,L,Like New,5,2730,Tier 3,0.07,0.09,0.9,0.9,1,1,150,200,train
L0544,L0244,synthetic,Nike,Activewear,Polyester,M,Like New,7,10990,Tier 4,0.09,0.11,0.9,0.8,0.95,1,700,850,train
L0545,L0044,synthetic,Aurelia,Kurta,Cotton,S,Like New,7,1153,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,train
L0546,L0187,synthetic,Moda Rapido,Dress,Denim,S,New,1,1067,Tier 1,0.05,0.06,1,1,1.05,1,60,70,val
L0547,L0332,synthetic,Aurelia,Dress,Linen,L,Like New,5,3697,Tier 3,0.07,0.09,0.9,0.9,1.05,1.03,250,300,train
L0548,L0309,synthetic,Max Fashion,Jeans,Denim,S,Used,5,2339,Tier 2,0.06,0.07,0.7,0.9,0.95,1,80,100,test
L0549,L0358,synthetic,Libas,Dress,Linen,S,Used,10,4124,Tier 3,0.07,0.09,0.7,0.8,1.05,1.03,170,200,val
L0550,L0330,synthetic,Style Bazaar,Top,Cotton,M,Like New,12,1418,Tier 2,0.06,0.07,0.9,0.7,1,1,50,60,train
L0551,L0048,synthetic,Puma,Activewear,Polyester,M,Used,8,2568,Tier 3,0.07,0.09,0.7,0.8,0.95,1,100,120,val
L0552,L0175,synthetic,Spykar,Shirt,Cotton,XL,New,1,868,Tier 1,0.05,0.06,1,1,1,1,40,50,train
L0553,L0260,synthetic,Louis Vuitton,Jacket,Leather,M,Used,8,32709,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2200,2800,train
L0554,L0079,synthetic,American Eagle,Jeans,Denim,XS,Like New,12,8913,Tier 4,0.09,0.11,0.9,0.7,0.95,1,500,600,test
L0555,L0023,synthetic,Libas,Kurta,Cotton,S,Used,7,1155,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L0556,L0123,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,12,58451,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,4700,6000,train
L0557,L0293,synthetic,GAP,Jeans,Denim,XL,Used,12,8061,Tier 4,0.09,0.11,0.7,0.7,0.95,1,350,400,train
L0558,L0310,synthetic,Reliance Trends,Top,Cotton,M,Like New,8,2444,Tier 2,0.06,0.07,0.9,0.8,1,1,110,120,train
L0559,L0265,synthetic,Balenciaga,Jacket,Leather,S,Like New,3,29563,Tier 5,0.11,0.14,0.9,1,1.05,1.05,3200,4100,train
L0560,L0114,synthetic,GAP,Jeans,Denim,S,Like New,9,5921,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,450,train
L0561,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Like New,6,77459,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,8000,10100,train
L0562,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,1,8255,Tier 4,0.09,0.11,0.9,1,0.95,1,650,800,train
L0563,L0281,synthetic,Aurelia,Dress,Linen,XS,Like New,4,3589,Tier 3,0.07,0.09,0.9,0.9,1.05,1.03,200,300,train
L0564,L0025,synthetic,Flying Machine,Jeans,Denim,L,Used,7,1514,Tier 2,0.06,0.07,0.7,0.8,0.95,1,50,60,train
L0565,L0306,synthetic,Soch,Saree,Silk,L,Used,8,3271,Tier 3,0.07,0.09,0.7,0.8,1.1,1.05,150,190,train
L0566,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,New,3,83751,Tier 5,0.11,0.14,1,1,1.1,1.05,10600,13500,train
L0567,L0241,synthetic,GAP,Jeans,Denim,L,Like New,8,7398,Tier 4,0.09,0.11,0.9,0.8,0.95,1,450,550,train
L0568,L0177,synthetic,Prada,Dress,Silk,S,Used,7,103389,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,7000,8900,val
L0569,L0181,synthetic,Red Tape,Shirt,Linen,S,Used,7,1092,Tier 1,0.05,0.06,0.7,0.8,1,1.03,30,40,train
L0570,L0070,synthetic,Pantaloons,Dress,Cotton,L,Like New,10,2156,Tier 2,0.06,0.07,0.9,0.8,1.05,1,100,110,train
L0571,L0022,synthetic,Mufti,Shirt,Linen,L,Used,10,3707,Tier 3,0.07,0.09,0.7,0.8,1,1.03,150,190,train
L0572,L0332,synthetic,Aurelia,Dress,Linen,L,Like New,5,2947,Tier 3,0.07,0.09,0.9,0.9,1.05,1.03,180,250,train
L0573,L0205,synthetic,Rangriti,Kurta,Cotton,M,Like New,7,1648,Tier 2,0.06,0.07,0.9,0.8,1,1,70,80,train
L0574,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Like New,1,25237,Tier 5,0.11,0.14,0.9,1,1.05,1.05,2800,3500,train
L0575,L0165,synthetic,Anouk,Saree,Silk,M,Like New,3,1914,Tier 2,0.06,0.07,0.9,1,1.1,1.05,120,140,train
L0576,L0022,synthetic,Mufti,Shirt,Linen,L,Used,10,3106,Tier 3,0.07,0.09,0.7,0.8,1,1.03,130,160,train
L0577,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,10,1632,Tier 2,0.06,0.07,0.9,0.8,0.95,1,70,80,val
L0578,L0225,synthetic,Flying Machine,Jeans,Denim,L,New,3,4949,Tier 3,0.07,0.09,1,1,0.95,1,350,400,train
L0579,L0348,synthetic,Sabyasachi,Saree,Silk,L,New,2,30409,Tier 5,0.11,0.14,1,1,1.1,1.05,3900,4900,val
L0580,L0333,synthetic,Libas,Kurta,Cotton,S,Like New,8,2745,Tier 3,0.07,0.09,0.9,0.8,1,1,140,180,train
L0581,L0110,synthetic,Easybuy,Shirt,Polyester,S,Used,11,731,Tier 1,0.05,0.06,0.7,0.7,1,1,20,20,train
L0582,L0232,synthetic,Neeru's,Lehenga,Silk,M,Like New,7,9941,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,750,900,train
L0583,L0364,synthetic,Flying Machine,Jeans,Denim,M,Like New,8,4997,Tier 3,0.07,0.09,0.9,0.8,0.95,1,250,300,train
L0584,L0327,synthetic,Easybuy,Jeans,Denim,M,Used,8,1339,Tier 2,0.06,0.07,0.7,0.8,0.95,1,40,50,val
